"treatment_indicator","Profit_zscore","urban","female","group"
1,0.0655324085892179,1,1,"Kenya"
1,2.27876280542612,1,1,"Kenya"
1,4.67324472199781,1,1,"Kenya"
1,-0.714228454047726,1,1,"Kenya"
1,1.42567613392666,1,1,"Kenya"
1,0.27764799441528,1,1,"Kenya"
0,0.926788351454816,1,1,"Kenya"
0,1.18801102577704,1,1,"Kenya"
0,-1.05869907189245,1,1,"Kenya"
0,2.47569674181991,1,1,"Kenya"
0,1.76946553184994,1,1,"Kenya"
0,2.68297338955041,1,1,"Kenya"
0,1.59567992879877,1,1,"Kenya"
1,-0.894767067925237,1,1,"Kenya"
1,-0.776326554301649,1,1,"Kenya"
1,-0.391206696428733,1,1,"Kenya"
1,-0.747373629107672,1,1,"Kenya"
0,-0.902082551537205,1,1,"Kenya"
0,1.18801102577704,1,1,"Kenya"
0,-0.72495288416059,1,1,"Kenya"
0,-1.00375422679509,1,1,"Kenya"
0,-0.813576213483633,1,1,"Kenya"
0,-0.585999475071341,1,1,"Kenya"
0,-0.513171166214817,1,1,"Kenya"
0,0.195239990258008,1,1,"Kenya"
0,0.439691947651825,1,1,"Kenya"
0,0.331910043656957,1,1,"Kenya"
0,0.278148761642014,1,1,"Kenya"
0,2.26620432902947,1,1,"Kenya"
0,1.92859503617616,1,1,"Kenya"
0,-0.249564779338118,1,1,"Kenya"
0,-1.15812447795609,1,1,"Kenya"
0,-0.944698346879822,1,1,"Kenya"
0,-1.00307470727047,1,1,"Kenya"
0,-1.00375422679509,1,1,"Kenya"
0,-0.868891357586685,1,1,"Kenya"
0,-0.486810527527147,1,1,"Kenya"
1,-1.12154705989625,1,1,"Kenya"
1,-0.944698346879822,1,1,"Kenya"
1,-0.820625228446936,1,1,"Kenya"
1,-0.962597852637492,1,1,"Kenya"
1,-0.963188651758466,1,1,"Kenya"
1,-0.776777553091516,1,1,"Kenya"
1,-0.536308370938801,1,1,"Kenya"
1,-0.46585905545796,1,1,"Kenya"
1,-0.460269749508966,1,1,"Kenya"
1,-0.776777553091516,1,1,"Kenya"
1,4.21875597684045,1,1,"Kenya"
1,-0.682786669535997,1,1,"Kenya"
1,-0.991949834346075,1,1,"Kenya"
1,-1.15025742547362,1,1,"Kenya"
1,-0.962597852637492,1,1,"Kenya"
1,-0.931756220367872,1,1,"Kenya"
1,-0.513171166214817,1,1,"Kenya"
0,-0.682786669535997,1,1,"Kenya"
0,-0.72495288416059,1,1,"Kenya"
0,-0.820625228446936,1,1,"Kenya"
0,0.168378878302908,1,1,"Kenya"
0,-1.04038393996821,1,1,"Kenya"
1,-0.389998698699439,1,1,"Kenya"
1,-0.084131407035825,1,1,"Kenya"
1,-0.669328519538614,1,1,"Kenya"
1,-0.0881092350543025,1,1,"Kenya"
1,1.1733789752345,1,1,"Kenya"
1,-0.774594063414904,1,1,"Kenya"
1,-0.724056275716176,1,1,"Kenya"
0,-0.243689026460077,1,1,"Kenya"
0,-0.458290946098432,1,1,"Kenya"
0,-0.0574605086968763,1,1,"Kenya"
0,-0.416185175740007,1,1,"Kenya"
0,1.42567613392666,1,1,"Kenya"
0,-0.249564779338118,1,1,"Kenya"
1,0.195239990258008,1,1,"Kenya"
1,-0.454367231750619,1,1,"Kenya"
1,-0.217489656868194,1,1,"Kenya"
1,2.05432476173853,1,1,"Kenya"
1,1.59567992879877,1,1,"Kenya"
1,-1.26785673213561,1,1,"Kenya"
1,-1.0569462085986,1,1,"Kenya"
1,-0.919638160337506,1,1,"Kenya"
1,-0.893876827786199,1,1,"Kenya"
1,-1.21096725122726,1,1,"Kenya"
1,-0.208810298384217,1,1,"Kenya"
1,-1.01402330128054,1,1,"Kenya"
0,-0.682618043178162,1,1,"Kenya"
0,-0.682786669535997,1,1,"Kenya"
0,0.610031866766837,1,1,"Kenya"
0,-0.454367231750619,1,1,"Kenya"
1,-0.610248364311215,1,1,"Nigeria"
1,-0.618547693974225,1,0,"Nigeria"
0,0.501861810532232,1,0,"Nigeria"
1,1.1658081835731,1,0,"Nigeria"
0,-0.601949034648204,1,0,"Nigeria"
0,-0.494057749029063,1,0,"Nigeria"
0,1.33179477683331,1,1,"Nigeria"
0,0.667848403792448,1,1,"Nigeria"
0,-0.419363782061966,1,1,"Nigeria"
1,0.833834997052664,1,1,"Nigeria"
0,1.33179477683331,1,1,"Nigeria"
1,-0.660044342289279,1,1,"Nigeria"
1,-0.56045238633315,1,0,"Nigeria"
0,0.136691305359757,1,1,"Nigeria"
0,-0.494057749029063,1,0,"Nigeria"
0,-0.626847023637236,1,1,"Nigeria"
1,-0.660044342289279,1,1,"Nigeria"
1,-0.228479199812718,1,1,"Nigeria"
1,-0.494057749029063,1,1,"Nigeria"
1,-0.494057749029063,1,1,"Nigeria"
1,-0.610248364311215,1,0,"Nigeria"
1,-0.595724537400946,1,1,"Nigeria"
0,-0.56045238633315,1,0,"Nigeria"
1,-0.278275177790783,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
0,-0.527255067681107,1,0,"Nigeria"
1,-0.361268474420891,1,0,"Nigeria"
1,-0.593649704985193,1,0,"Nigeria"
1,0.437196740562215,1,0,"Nigeria"
0,-0.162084562508632,1,0,"Nigeria"
0,-0.533894531411515,1,0,"Nigeria"
0,-0.46086043037702,1,1,"Nigeria"
0,-0.626847023637236,1,1,"Nigeria"
1,-0.286574507453794,1,0,"Nigeria"
0,-0.328071155768848,1,0,"Nigeria"
1,-0.494057749029063,1,1,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
0,-0.46086043037702,1,1,"Nigeria"
1,-0.494057749029063,1,1,"Nigeria"
0,-0.56045238633315,1,1,"Nigeria"
1,0.418868513902124,1,1,"Nigeria"
0,-0.660044342289279,1,1,"Nigeria"
0,-0.615227962109021,1,1,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,1.12690102337067,1,1,"Nigeria"
0,0.105744744245046,1,0,"Nigeria"
0,0.00390203075158428,1,0,"Nigeria"
1,-0.660044342289279,1,1,"Nigeria"
1,-0.210220674554094,1,1,"Nigeria"
1,-0.0624926065525021,1,0,"Nigeria"
0,-0.162084562508632,1,1,"Nigeria"
0,-0.498058032005245,1,1,"Nigeria"
1,-0.411064452398956,1,1,"Nigeria"
1,-0.56045238633315,1,1,"Nigeria"
1,-0.411064452398956,1,0,"Nigeria"
1,-0.286574507453794,1,0,"Nigeria"
1,-0.494057749029063,1,1,"Nigeria"
1,-0.411064452398956,1,1,"Nigeria"
0,3.48962048921612,1,0,"Nigeria"
0,-0.46086043037702,1,1,"Nigeria"
0,0.335875217272016,1,1,"Nigeria"
1,-0.328071155768848,1,0,"Nigeria"
0,0.0965524160308318,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
1,-0.509363373908,1,1,"Nigeria"
1,2.32771433639461,1,0,"Nigeria"
1,-0.494057749029063,1,1,"Nigeria"
0,-0.411064452398956,1,0,"Nigeria"
0,-0.494057749029063,1,1,"Nigeria"
0,-0.618547693974225,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
1,0.58485510716234,1,0,"Nigeria"
1,0.128391975696746,1,1,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
1,0.634651085140405,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
0,-0.294873837116804,1,0,"Nigeria"
0,3.48962048921612,1,0,"Nigeria"
0,-0.540049314593535,1,1,"Nigeria"
1,-0.543853727007128,1,1,"Nigeria"
0,-0.411064452398956,1,1,"Nigeria"
1,-0.558626536340042,1,0,"Nigeria"
0,-0.411064452398956,1,0,"Nigeria"
0,-0.648425280761064,1,1,"Nigeria"
0,0.559957118173308,1,1,"Nigeria"
0,0.974923601323847,1,0,"Nigeria"
0,-1.42192280535367,1,1,"Nigeria"
1,-0.162084562508632,1,1,"Nigeria"
1,-0.62186742583943,1,0,"Nigeria"
0,-0.31899168709131,1,0,"Nigeria"
1,-0.577051045659171,1,1,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,0.629671487342598,1,1,"Nigeria"
0,0.179349880089668,1,0,"Nigeria"
0,-0.660044342289279,1,1,"Nigeria"
1,-0.577051045659171,1,0,"Nigeria"
1,-0.46086043037702,1,0,"Nigeria"
1,-0.654234811525172,1,0,"Nigeria"
1,-0.218520004217105,1,0,"Nigeria"
1,-0.435962441387988,1,1,"Nigeria"
0,-0.577051045659171,1,1,"Nigeria"
0,0.99982159031288,1,0,"Nigeria"
1,-0.625187157704634,1,1,"Nigeria"
1,-0.284914641521191,1,0,"Nigeria"
0,-0.0790912658785237,1,0,"Nigeria"
0,0.501861810532232,1,0,"Nigeria"
1,0.335875217272016,1,0,"Nigeria"
1,-0.0790912658785237,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
0,-0.660044342289279,1,1,"Nigeria"
1,1.33179477683331,1,0,"Nigeria"
0,0.418868513902124,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,0.501861810532232,1,0,"Nigeria"
1,-0.0243156901026524,1,1,"Nigeria"
1,-0.530574799546311,1,0,"Nigeria"
0,-0.344669815094869,1,0,"Nigeria"
0,-0.328071155768848,1,1,"Nigeria"
1,-0.328071155768848,1,0,"Nigeria"
1,-0.162084562508632,1,1,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
0,-0.162084562508632,1,1,"Nigeria"
0,-0.0700101255830732,1,0,"Nigeria"
0,-0.577051045659171,1,1,"Nigeria"
1,-0.605268766513408,1,0,"Nigeria"
0,1.06621622761697,1,0,"Nigeria"
0,-0.494057749029063,1,1,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
0,-0.577051045659171,1,0,"Nigeria"
0,0.0868953273816922,1,0,"Nigeria"
0,-0.394465793072934,1,1,"Nigeria"
1,-0.208560808621492,1,1,"Nigeria"
1,-0.577051045659171,1,1,"Nigeria"
1,-0.626847023637236,1,1,"Nigeria"
1,-0.494057749029063,1,1,"Nigeria"
0,0.0888373928110756,1,1,"Nigeria"
0,-0.311472496442826,1,0,"Nigeria"
1,3.48962048921612,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,-0.494057749029063,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
0,3.07465400606558,1,0,"Nigeria"
0,-0.411064452398956,1,0,"Nigeria"
0,0.1698886240118,1,0,"Nigeria"
0,3.48962048921612,1,0,"Nigeria"
1,-0.361268474420891,1,0,"Nigeria"
1,0.0868953273816922,1,0,"Nigeria"
1,-0.162084562508632,1,0,"Nigeria"
0,-0.222038911889407,1,1,"Nigeria"
0,0.194786613000833,1,0,"Nigeria"
0,-0.46086043037702,1,0,"Nigeria"
1,0.335875217272016,1,1,"Nigeria"
1,-0.24507785913874,1,1,"Nigeria"
0,-0.0458939472264805,1,0,"Nigeria"
1,0.667848403792448,1,0,"Nigeria"
1,-0.350969003269789,1,0,"Nigeria"
0,-0.286574507453794,1,0,"Nigeria"
1,-0.638466085165451,1,0,"Nigeria"
0,0.26948057996793,1,1,"Nigeria"
0,3.48962048921612,1,0,"Nigeria"
0,0.869024175085865,1,0,"Nigeria"
1,0.530079531386469,1,1,"Nigeria"
1,-0.477459089703042,1,1,"Nigeria"
1,-0.377867133746912,1,0,"Nigeria"
1,-0.660044342289279,1,1,"Nigeria"
0,-0.46086043037702,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
1,-0.411064452398956,1,0,"Nigeria"
0,-0.361268474420891,1,0,"Nigeria"
0,0.1698886240118,1,0,"Nigeria"
1,-0.377867133746912,1,1,"Nigeria"
0,-0.577051045659171,1,0,"Nigeria"
0,-0.610248364311215,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,-0.518955738018096,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,0.252881920641908,1,1,"Nigeria"
1,-0.46086043037702,1,0,"Nigeria"
1,-0.577051045659171,1,1,"Nigeria"
0,0.335875217272016,1,0,"Nigeria"
0,-0.568751715996161,1,0,"Nigeria"
1,2.21152372111246,1,0,"Nigeria"
0,-0.328071155768848,1,1,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
0,0.418868513902124,1,1,"Nigeria"
1,-0.660044342289279,1,1,"Nigeria"
0,-0.411064452398956,1,1,"Nigeria"
1,-0.457208730390804,1,1,"Nigeria"
1,-0.46086043037702,1,0,"Nigeria"
1,-0.411064452398956,1,0,"Nigeria"
1,-0.510656408355085,1,0,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,-0.585350375322182,1,0,"Nigeria"
1,-0.45256110071401,1,0,"Nigeria"
0,-0.24507785913874,1,0,"Nigeria"
1,-0.0790912658785237,1,0,"Nigeria"
1,1.33179477683331,1,0,"Nigeria"
0,0.501861810532232,1,1,"Nigeria"
0,-0.577051045659171,1,0,"Nigeria"
1,3.48962048921612,1,1,"Nigeria"
1,1.29403282686661,1,1,"Nigeria"
0,-0.46086043037702,1,1,"Nigeria"
0,-0.56045238633315,1,1,"Nigeria"
1,-0.494057749029063,1,0,"Nigeria"
0,-0.411064452398956,1,0,"Nigeria"
0,2.32771433639461,1,0,"Nigeria"
0,-0.328071155768848,1,0,"Nigeria"
1,-0.527255067681107,1,0,"Nigeria"
0,-0.24507785913874,1,0,"Nigeria"
0,-0.0956899252045453,1,1,"Nigeria"
1,-0.520615603950698,1,0,"Nigeria"
0,-0.411064452398956,1,1,"Nigeria"
1,0.308228480572818,1,0,"Nigeria"
1,-0.660044342289279,1,0,"Nigeria"
0,0.00390203075158428,1,1,"Nigeria"
0,-0.162084562508632,1,1,"Nigeria"
1,-0.61990048559576,1,1,"Nigeria"
1,-0.577051045659171,1,1,"Nigeria"
1,0.418868513902124,1,0,"Nigeria"
1,0.667848403792448,1,1,"Nigeria"
0,-0.548833324804935,1,0,"Nigeria"
1,3.48962048921612,1,0,"Nigeria"
0,0.00390203075158428,1,1,"Nigeria"
1,-0.475118672659462,1,0,"Nigeria"
0,3.17839562685321,1,1,"Nigeria"
1,-0.618547693974225,1,0,"Nigeria"
0,-0.577051045659171,1,0,"Nigeria"
0,0.966624271660837,1,1,"Nigeria"
1,-0.43762230732059,1,0,"Nigeria"
1,-0.494057749029063,1,0,"Nigeria"
0,-0.535554397344117,1,1,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,-0.24507785913874,1,0,"Nigeria"
1,-0.568751715996161,1,1,"Nigeria"
1,-0.500697212759472,1,1,"Nigeria"
0,2.49370092965482,1,0,"Nigeria"
0,-0.580370777524376,1,1,"Nigeria"
1,1.49778137009353,1,0,"Nigeria"
1,0.0885551933142944,1,0,"Nigeria"
0,-0.170383892171642,1,1,"Nigeria"
0,-0.411064452398956,1,0,"Nigeria"
1,-0.328071155768848,1,0,"Nigeria"
0,3.48962048921612,1,1,"Nigeria"
0,-0.527255067681107,1,1,"Nigeria"
1,-0.56045238633315,1,1,"Nigeria"
0,-0.610248364311215,1,1,"Nigeria"
0,-0.241758127273535,1,1,"Nigeria"
1,-0.500697212759472,1,0,"Nigeria"
0,-0.328071155768848,1,0,"Nigeria"
1,-0.411064452398956,1,0,"Nigeria"
1,0.0868953273816922,1,0,"Nigeria"
0,-0.494057749029063,1,1,"Nigeria"
0,0.00390203075158428,1,0,"Nigeria"
1,-0.543853727007128,1,1,"Nigeria"
1,-0.45256110071401,1,0,"Nigeria"
1,-0.328071155768848,1,1,"Nigeria"
0,-0.575391179726569,1,1,"Nigeria"
1,-0.660044342289279,1,1,"Nigeria"
0,-0.660044342289279,1,0,"Nigeria"
1,-0.118859385385933,1,1,"Nigeria"
1,-0.508909323933646,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
0,3.88165280484701,1,0,"Nigeria"
1,0.131172626503626,1,0,"Nigeria"
0,-0.581418607381618,1,0,"Nigeria"
0,-0.468904202031316,1,0,"Nigeria"
0,2.38146073350966,1,1,"Nigeria"
0,-0.139862059123913,1,1,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
1,-0.243875391330713,1,1,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
1,4.38171682862613,1,1,"Nigeria"
0,-0.118859385385933,1,1,"Nigeria"
0,-0.292631633649177,1,1,"Nigeria"
0,-0.0688529830080216,1,0,"Nigeria"
0,-0.531412205003706,1,1,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,0.631236650282744,1,1,"Nigeria"
1,-0.493907403220272,1,1,"Nigeria"
1,0.376203998155393,1,1,"Nigeria"
1,-0.493907403220272,1,0,"Nigeria"
1,-0.56891700678714,1,1,"Nigeria"
0,0.381204638393185,1,0,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
0,-0.431399400247882,1,0,"Nigeria"
0,0.381204638393185,1,0,"Nigeria"
1,-0.418897799653404,1,0,"Nigeria"
1,-0.501408363576959,1,0,"Nigeria"
1,-0.468904202031316,1,1,"Nigeria"
1,1.29105364084791,1,0,"Nigeria"
0,0.00615662055884608,1,0,"Nigeria"
0,-0.193868988952801,1,0,"Nigeria"
0,-0.438900360604569,1,1,"Nigeria"
0,-0.263115372958506,1,1,"Nigeria"
1,0.535186831550329,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,-0.418897799653404,1,0,"Nigeria"
1,-0.243875391330713,1,1,"Nigeria"
1,3.88165280484701,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
1,-0.394894730327192,1,1,"Nigeria"
0,2.39467501079818,1,1,"Nigeria"
0,-0.575167807084379,1,1,"Nigeria"
1,-0.454339844969121,1,1,"Nigeria"
0,-0.418897799653404,1,0,"Nigeria"
0,-0.468904202031316,1,0,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,-0.44390100084236,1,1,"Nigeria"
1,-0.418897799653404,1,0,"Nigeria"
0,-0.44390100084236,1,1,"Nigeria"
0,-0.486406442863585,1,1,"Nigeria"
1,-0.391394278345553,1,1,"Nigeria"
0,-0.513909964171437,1,1,"Nigeria"
1,1.5063486918962,1,1,"Nigeria"
1,-0.318884994897581,1,0,"Nigeria"
1,0.0259091342373783,1,0,"Nigeria"
1,-0.39889523870224,1,1,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,-0.221372510260653,1,1,"Nigeria"
0,-0.318884994897581,1,1,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
1,2.1314287216201,1,0,"Nigeria"
0,0.811259698843226,1,0,"Nigeria"
1,-0.243875391330713,1,0,"Nigeria"
1,-0.926587807425525,1,1,"Nigeria"
1,-0.368891397275492,1,0,"Nigeria"
1,-0.493907403220272,1,1,"Nigeria"
0,0.206182230070493,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,-0.401395558821135,1,1,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,0.131172626503626,1,0,"Nigeria"
1,0.506220644337964,1,0,"Nigeria"
1,0.886269302410094,1,1,"Nigeria"
1,-0.368891397275492,1,0,"Nigeria"
1,0.131172626503626,1,0,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
1,-0.73698852823145,1,0,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
0,-0.243875391330713,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,-0.376142329435475,1,1,"Nigeria"
1,-0.368891397275492,1,1,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,0.131172626503626,1,0,"Nigeria"
0,-0.368891397275492,1,1,"Nigeria"
1,-0.545639027815537,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,0.881268662172303,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
0,-0.0688529830080216,1,1,"Nigeria"
0,1.5063486918962,1,0,"Nigeria"
0,-0.243875391330713,1,1,"Nigeria"
1,0.131172626503626,1,1,"Nigeria"
0,-0.368891397275492,1,0,"Nigeria"
1,-0.518910604409228,1,1,"Nigeria"
0,-0.56891700678714,1,0,"Nigeria"
1,-0.181367388358323,1,1,"Nigeria"
0,0.706246253849611,1,0,"Nigeria"
1,0.131172626503626,1,0,"Nigeria"
1,-0.418897799653404,1,0,"Nigeria"
1,-0.56891700678714,1,0,"Nigeria"
1,0.131172626503626,1,0,"Nigeria"
1,-0.173491395244545,1,1,"Nigeria"
0,0.00615662055884608,1,1,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,-0.196869365465104,1,1,"Nigeria"
1,0.606233449093788,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,0.456214241960052,1,0,"Nigeria"
1,0.756252656227523,1,0,"Nigeria"
0,-0.368891397275492,1,0,"Nigeria"
0,0.881268662172303,1,1,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,0.031159821747802,1,0,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,0.881268662172303,1,0,"Nigeria"
1,0.471306201056614,1,0,"Nigeria"
1,-0.418897799653404,1,1,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
0,-0.493907403220272,1,1,"Nigeria"
0,0.381204638393185,1,0,"Nigeria"
0,-0.543913805598184,1,1,"Nigeria"
1,-0.0263475409867966,1,0,"Nigeria"
0,1.55768033718869,1,0,"Nigeria"
0,-0.243875391330713,1,1,"Nigeria"
0,-0.168865787763845,1,0,"Nigeria"
0,0.00615662055884608,1,0,"Nigeria"
0,-0.44390100084236,1,1,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,-0.56891700678714,1,1,"Nigeria"
1,-0.572667486965483,1,1,"Nigeria"
1,2.38146073350966,1,1,"Nigeria"
1,-0.418897799653404,1,1,"Nigeria"
0,-0.118859385385933,1,1,"Nigeria"
0,-0.118859385385933,1,0,"Nigeria"
0,-0.481405802625794,1,0,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
0,-0.518910604409228,1,0,"Nigeria"
1,-0.601421168332782,1,0,"Nigeria"
0,0.293693434231839,1,0,"Nigeria"
0,-0.243875391330713,1,0,"Nigeria"
0,5.63187688807392,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,0.0930552584996567,1,0,"Nigeria"
1,0.00615662055884608,1,0,"Nigeria"
1,1.88139670973054,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,-0.298382377553008,1,0,"Nigeria"
1,1.15630387525082,1,1,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
0,1.32132500309793,1,0,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
1,1.25631668000664,1,0,"Nigeria"
1,-0.584769036722456,1,0,"Nigeria"
0,-0.0938561841969775,1,0,"Nigeria"
0,0.631236650282744,1,1,"Nigeria"
0,0.256188632448405,1,0,"Nigeria"
0,1.08129427168395,1,0,"Nigeria"
1,0.131172626503626,1,1,"Nigeria"
1,1.13130067406186,1,1,"Nigeria"
1,-0.243875391330713,1,0,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
0,-0.243875391330713,1,0,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
1,9.38235706641731,1,0,"Nigeria"
1,-0.192143761966466,1,0,"Nigeria"
0,-0.293881793708625,1,0,"Nigeria"
1,-0.423898439891195,1,1,"Nigeria"
0,-0.531412205003706,1,0,"Nigeria"
0,-0.56891700678714,1,0,"Nigeria"
0,0.131172626503626,1,0,"Nigeria"
1,-0.416397479534509,1,0,"Nigeria"
0,0.970279997362014,1,0,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,-0.243875391330713,1,0,"Nigeria"
1,-0.418897799653404,1,1,"Nigeria"
0,0.0111572607966373,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,3.13155676917833,1,0,"Nigeria"
0,-0.243875391330713,1,1,"Nigeria"
1,-0.118859385385933,1,0,"Nigeria"
0,-0.318884994897581,1,1,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
0,-0.418897799653404,1,1,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,-0.0325983412840356,1,1,"Nigeria"
1,-0.481405802625794,1,0,"Nigeria"
1,0.256188632448405,1,0,"Nigeria"
1,-0.44390100084236,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,-0.0688529830080216,1,0,"Nigeria"
1,-0.118859385385933,1,0,"Nigeria"
0,-0.368891397275492,1,0,"Nigeria"
1,-0.44390100084236,1,0,"Nigeria"
1,4.38171682862613,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
0,0.381204638393185,1,0,"Nigeria"
1,8.13219700696951,1,1,"Nigeria"
1,-0.518910604409228,1,1,"Nigeria"
0,-0.493907403220272,1,1,"Nigeria"
0,-0.581418607381618,1,1,"Nigeria"
1,-0.243875391330713,1,0,"Nigeria"
0,-0.438900360604569,1,0,"Nigeria"
0,-0.281380193114147,1,0,"Nigeria"
0,0.0974183048985351,1,0,"Nigeria"
1,-0.373892037513284,1,0,"Nigeria"
0,-0.106357784791455,1,0,"Nigeria"
0,-0.168865787763845,1,1,"Nigeria"
1,0.256188632448405,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
1,0.381204638393185,1,0,"Nigeria"
1,-0.0688529830080216,1,0,"Nigeria"
0,0.325697501232217,1,1,"Nigeria"
0,0.00615662055884608,1,1,"Nigeria"
1,-0.566416686668244,1,1,"Nigeria"
1,-0.618923409165051,1,1,"Nigeria"
1,1.88139670973054,1,0,"Nigeria"
1,1.00628466811708,1,1,"Nigeria"
0,-0.306383394303103,1,0,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
0,1.00628466811708,1,1,"Nigeria"
1,-0.454277333150963,1,0,"Nigeria"
0,1.88139670973054,1,1,"Nigeria"
1,-0.318884994897581,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
0,-0.56891700678714,1,0,"Nigeria"
0,5.21817401887021,1,1,"Nigeria"
1,0.477491990589042,1,0,"Nigeria"
1,-0.493907403220272,1,0,"Nigeria"
0,-0.368891397275492,1,0,"Nigeria"
1,0.256188632448405,1,0,"Nigeria"
1,-0.539538245390116,1,1,"Nigeria"
0,2.38146073350966,1,0,"Nigeria"
0,0.27619119339957,1,1,"Nigeria"
0,0.631236650282744,1,0,"Nigeria"
1,0.631236650282744,1,0,"Nigeria"
1,-0.581418607381618,1,0,"Nigeria"
0,-0.318884994897581,1,1,"Nigeria"
0,-0.493907403220272,1,0,"Nigeria"
1,-0.243875391330713,1,0,"Nigeria"
0,-0.618923409165051,1,1,"Nigeria"
0,-0.493907403220272,1,1,"Nigeria"
1,-0.318884994897581,1,1,"Nigeria"
0,-0.543913805598184,1,1,"Nigeria"
0,-0.323885635135372,1,1,"Nigeria"
1,0.381204638393185,1,0,"Nigeria"
0,0.783756177535375,1,0,"Nigeria"
0,-0.618923409165051,1,0,"Nigeria"
1,0.00615662055884608,1,0,"Nigeria"
1,0.131172626503626,1,0,"Nigeria"
0,-0.543913805598184,1,1,"Nigeria"
0,-0.117579237966661,1,0,"Nigeria"
1,0.631236650282744,1,1,"Nigeria"
1,-0.618923409165051,1,0,"Nigeria"
1,-0.317384806641429,1,1,"Nigeria"
0,-0.38139299786997,1,1,"Nigeria"
1,-0.427148863676131,1,1,"Nigeria"
