"treatment_indicator","Revenue_zscore","urban","female","group"
1,-0.895234983062355,1,1,"Kenya"
1,-0.593507620990398,1,1,"Kenya"
1,-0.352760813821596,1,1,"Kenya"
1,1.02806229457046,1,1,"Kenya"
1,0.432285895985109,1,1,"Kenya"
1,1.1205512158737,1,1,"Kenya"
1,2.73921764849906,1,1,"Kenya"
1,-0.0964793083964922,1,1,"Kenya"
1,-0.723290753784559,1,1,"Kenya"
1,-0.345646647469406,1,1,"Kenya"
1,-0.396278003127687,1,1,"Kenya"
1,-0.498286899004985,1,1,"Kenya"
1,0.0316614443160595,1,1,"Kenya"
1,-0.373020144113554,1,1,"Kenya"
1,4.06263776543951,1,1,"Kenya"
1,0.521802839952103,1,1,"Kenya"
0,0.544224455166266,1,1,"Kenya"
0,0.187412831360053,1,1,"Kenya"
0,0.705426655686916,1,1,"Kenya"
0,0.382094885570396,1,1,"Kenya"
0,0.263478876878319,1,1,"Kenya"
1,0.287942949741163,1,1,"Kenya"
1,-0.606533883894224,1,1,"Kenya"
1,-0.43208359674213,1,1,"Kenya"
1,0.501844560754716,1,1,"Kenya"
1,0.168258154892906,1,1,"Kenya"
0,-1.21899230215845,1,1,"Kenya"
0,-0.841081498152472,1,1,"Kenya"
0,0.672365207878818,1,1,"Kenya"
0,-0.760544003978481,1,1,"Kenya"
0,0.149214010495823,1,1,"Kenya"
0,-0.224620061109044,1,1,"Kenya"
0,-0.349668770135487,1,1,"Kenya"
0,-0.950705292378473,1,1,"Kenya"
0,-0.675693911891101,1,1,"Kenya"
0,-0.688728342975811,1,1,"Kenya"
0,-0.634670469789209,1,1,"Kenya"
0,-1.09691273743363,1,1,"Kenya"
0,-0.777831393833026,1,1,"Kenya"
0,-0.476111119917234,1,1,"Kenya"
0,0.287942949741163,1,1,"Kenya"
0,-0.279614648201287,1,1,"Kenya"
0,-0.0863357996512345,1,1,"Kenya"
0,-0.396278003127687,1,1,"Kenya"
0,0.358699598863732,1,1,"Kenya"
1,-0.865323824671802,1,1,"Kenya"
1,-0.863398997652961,1,1,"Kenya"
1,-0.86426834310575,1,1,"Kenya"
1,-0.43619456152246,1,1,"Kenya"
1,0.0730374329074926,1,1,"Kenya"
1,-0.122107458939003,1,1,"Kenya"
1,5.11455274073219,1,1,"Kenya"
1,-0.575902515904168,1,1,"Kenya"
1,-0.736338703968518,1,1,"Kenya"
1,-0.916580125756823,1,1,"Kenya"
1,-0.675693911891101,1,1,"Kenya"
1,0.834803208790797,1,1,"Kenya"
1,1.31306897144158,1,1,"Kenya"
1,-0.606533883894224,1,1,"Kenya"
1,0.605159794530557,1,1,"Kenya"
1,1.81909098778224,1,1,"Kenya"
1,4.64363208820732,1,1,"Kenya"
1,-0.0170706983773391,1,1,"Kenya"
1,0.199680993148092,1,1,"Kenya"
0,-0.993464577384354,1,1,"Kenya"
0,0.21076420533812,1,1,"Kenya"
0,0.172975048166937,1,1,"Kenya"
0,-0.635777353496328,1,1,"Kenya"
0,-0.480901566534147,1,1,"Kenya"
0,-0.723290753784559,1,1,"Kenya"
0,-0.725969224269391,1,1,"Kenya"
0,0.322220047978235,1,1,"Kenya"
0,-0.307845455034159,1,1,"Kenya"
0,-0.737183071959251,1,1,"Kenya"
0,-1.16696685936783,1,1,"Kenya"
0,-0.3763197239303,1,1,"Kenya"
0,-0.593507620990398,1,1,"Kenya"
1,-1.12673096020541,1,1,"Kenya"
1,-0.476111119917234,1,1,"Kenya"
0,1.09811641650467,1,1,"Kenya"
0,1.51971679982144,1,1,"Kenya"
1,-0.66029862033172,1,1,"Kenya"
1,-1.14361548538976,1,1,"Kenya"
1,0.69159674380328,1,1,"Kenya"
0,-0.0964793083964922,1,1,"Kenya"
0,2.31238786336415,1,1,"Kenya"
0,-0.604957495287578,1,1,"Kenya"
0,-0.43619456152246,1,1,"Kenya"
1,-0.737183071959251,1,1,"Kenya"
1,-1.20666419513055,1,1,"Kenya"
1,-0.743256614123936,1,1,"Kenya"
1,-0.575902515904168,1,1,"Kenya"
1,1.00620050836454,1,1,"Kenya"
1,-0.737183071959251,1,1,"Kenya"
1,-0.956804493565229,1,1,"Kenya"
1,-0.259209698196682,1,1,"Kenya"
1,-0.176736931956433,1,1,"Kenya"
1,-0.307845455034159,1,1,"Kenya"
1,-1.07034902901189,1,1,"Kenya"
1,-1.23702098130203,1,1,"Kenya"
1,0.259411997439661,1,1,"Kenya"
1,0.834803208790797,1,1,"Kenya"
1,-0.737183071959251,1,1,"Kenya"
1,-0.840047623674894,1,1,"Kenya"
1,-0.950705292378473,1,1,"Kenya"
1,-0.476111119917234,1,1,"Kenya"
1,0.0730374329074926,1,1,"Kenya"
0,2.08191348771689,1,1,"Kenya"
0,0.122637256004368,1,1,"Kenya"
0,0.453920320849145,1,1,"Kenya"
0,0.0316614443160595,1,1,"Kenya"
0,-0.723290753784559,1,1,"Kenya"
0,-0.604957495287578,1,1,"Kenya"
0,-0.0769455359694993,1,1,"Kenya"
0,-0.117404011063333,1,1,"Kenya"
0,0.0316614443160595,1,1,"Kenya"
0,-0.25626327422322,1,1,"Kenya"
0,-0.0863357996512345,1,1,"Kenya"
0,0.222428651991302,1,1,"Kenya"
0,-0.783949064961224,1,1,"Kenya"
1,-0.993464577384354,1,1,"Kenya"
1,0.911305424680129,1,1,"Kenya"
1,1.93884066296656,1,1,"Kenya"
0,0.00603329377354915,1,1,"Kenya"
0,-1.225345294313,1,1,"Kenya"
0,-0.967992682233018,1,1,"Kenya"
0,-0.865323824671802,1,1,"Kenya"
0,-0.489777014003889,1,1,"Kenya"
0,-1.0371422416512,1,1,"Kenya"
0,-0.476111119917234,1,1,"Kenya"
0,-0.117404011063333,1,1,"Kenya"
1,-1.28372372925817,1,1,"Kenya"
1,-0.64817596992394,1,1,"Kenya"
1,-0.775485307878035,1,1,"Kenya"
1,0.0956999647400209,1,1,"Kenya"
1,-0.609042319246699,1,1,"Kenya"
1,-0.489777014003889,1,1,"Kenya"
1,-0.120910579360324,1,1,"Kenya"
1,-0.498286899004985,1,1,"Kenya"
0,2.59447649856709,1,1,"Kenya"
0,-0.489777014003889,1,1,"Kenya"
0,0.950907591621452,1,1,"Kenya"
0,-0.575902515904168,1,1,"Kenya"
0,3.3633210148424,1,1,"Kenya"
0,1.37833290424147,1,1,"Kenya"
0,3.54401606980317,1,1,"Kenya"
0,3.61533611554705,1,1,"Kenya"
0,0.358699598863732,1,1,"Kenya"
0,-0.609042319246699,1,1,"Kenya"
0,-0.840047623674894,1,1,"Kenya"
0,-0.259209698196682,1,1,"Kenya"
0,0.422011443965169,1,1,"Kenya"
0,-0.917258075740803,1,1,"Kenya"
1,0.287942949741163,1,1,"Kenya"
1,-0.25626327422322,1,1,"Kenya"
1,-0.345646647469406,1,1,"Kenya"
1,-0.0769455359694993,1,1,"Kenya"
1,0.187302299289988,1,1,"Kenya"
0,-1.12160533009691,1,1,"Kenya"
0,2.07887412358348,1,1,"Kenya"
0,-0.39750881703304,1,1,"Kenya"
0,-0.675693911891101,1,1,"Kenya"
0,-0.917258075740803,1,1,"Kenya"
1,0.134174046486101,1,1,"Kenya"
1,-1.27204804226913,1,1,"Kenya"
1,-0.812406173542115,1,1,"Kenya"
1,-0.775485307878035,1,1,"Kenya"
1,-0.536375187799151,1,1,"Kenya"
1,-0.691394444560302,1,1,"Kenya"
1,0.222428651991302,1,1,"Kenya"
1,0.453920320849145,1,1,"Kenya"
1,0.0316614443160595,1,1,"Kenya"
1,-0.956804493565229,1,1,"Kenya"
1,0.259411997439661,1,1,"Kenya"
1,0.0228458600174344,1,1,"Kenya"
1,0.453920320849145,1,1,"Kenya"
1,-0.480901566534147,1,1,"Kenya"
1,-0.345646647469406,1,1,"Kenya"
1,-0.575902515904168,1,1,"Kenya"
1,-0.593507620990398,1,1,"Kenya"
1,-0.788439373044271,1,1,"Kenya"
1,-0.777831393833026,1,1,"Kenya"
1,0.0228458600174344,1,1,"Kenya"
1,-0.117404011063333,1,1,"Kenya"
1,-0.814067523586782,1,1,"Kenya"
1,-0.55983113593809,1,1,"Kenya"
1,-0.812406173542115,1,1,"Kenya"
1,0.222428651991302,1,1,"Kenya"
1,3.0248798144553,1,1,"Kenya"
0,0.672365207878818,1,1,"Kenya"
0,-0.25626327422322,1,1,"Kenya"
0,-0.172772748923958,1,1,"Kenya"
0,0.0228458600174344,1,1,"Kenya"
0,-0.212624733048746,1,1,"Kenya"
0,0.287942949741163,1,1,"Kenya"
0,0.0940073354477852,1,1,"Kenya"
0,-0.0769455359694993,1,1,"Kenya"
0,0.225390588084153,1,1,"Kenya"
0,-0.480901566534147,1,1,"Kenya"
0,-0.606533883894224,1,1,"Kenya"
0,-0.604957495287578,1,1,"Kenya"
0,-0.476111119917234,1,1,"Kenya"
0,-0.783949064961224,1,1,"Kenya"
0,-0.634670469789209,1,1,"Kenya"
0,-0.443074266047755,1,1,"Kenya"
0,-0.725969224269391,1,1,"Kenya"
0,1.22034261186064,1,1,"Kenya"
0,1.02524465276162,1,1,"Kenya"
0,-0.480901566534147,1,1,"Kenya"
0,-0.373020144113554,1,1,"Kenya"
0,0.432285895985109,1,1,"Kenya"
0,0.222428651991302,1,1,"Kenya"
0,-0.403066177019572,1,1,"Kenya"
0,-0.66029862033172,1,1,"Kenya"
0,-0.723290753784559,1,1,"Kenya"
0,-0.777831393833026,1,1,"Kenya"
0,-0.855318424667582,1,1,"Kenya"
0,-0.403066177019572,1,1,"Kenya"
1,0.69159674380328,1,1,"Kenya"
1,0.881051865505064,1,1,"Kenya"
1,-0.498286899004985,1,1,"Kenya"
0,0.0316614443160595,1,1,"Kenya"
0,0.911305424680129,1,1,"Kenya"
0,-0.777831393833026,1,1,"Kenya"
0,-0.975068099851902,1,1,"Kenya"
0,-0.593507620990398,1,1,"Kenya"
1,-0.865323824671802,1,1,"Kenya"
1,-1.37479408777263,1,1,"Kenya"
1,0.0865380988942132,1,1,"Kenya"
1,-0.975068099851902,1,1,"Kenya"
1,-0.224620061109044,1,1,"Kenya"
1,0.0940073354477852,1,1,"Kenya"
1,-0.691394444560302,1,1,"Kenya"
1,-0.176736931956433,1,1,"Kenya"
1,3.69142486835319,1,1,"Kenya"
1,-1.07034902901189,1,1,"Kenya"
1,-0.39750881703304,1,1,"Kenya"
1,0.422011443965169,1,1,"Kenya"
1,0.549141042834558,1,1,"Kenya"
1,-0.480901566534147,1,1,"Kenya"
1,-0.0227495344425497,1,1,"Kenya"
1,-0.604957495287578,1,1,"Kenya"
1,-0.675693911891101,1,1,"Kenya"
1,-0.498286899004985,1,1,"Kenya"
0,-0.769993501740693,1,1,"Kenya"
0,0.950907591621452,1,1,"Kenya"
0,-0.496069399114621,1,1,"Kenya"
0,-0.117404011063333,1,1,"Kenya"
0,-0.0964793083964922,1,1,"Kenya"
0,-0.956804493565229,1,1,"Kenya"
1,-0.885826345105811,1,1,"Kenya"
1,-0.0863357996512345,1,1,"Kenya"
1,-0.675693911891101,1,1,"Kenya"
1,-0.888691859145179,1,1,"Kenya"
0,-0.840047623674894,1,1,"Kenya"
0,-0.919184918099219,1,1,"Kenya"
0,-0.25626327422322,1,1,"Kenya"
0,0.222428651991302,1,1,"Kenya"
0,-0.345933743828325,1,1,"Kenya"
1,-1.03959524836087,1,1,"Kenya"
1,-1.00350724152136,1,1,"Kenya"
0,-0.506529717076658,1,1,"Kenya"
0,0.187412831360053,1,1,"Kenya"
0,-0.760544003978481,1,1,"Kenya"
0,1.22034261186064,1,1,"Kenya"
0,0.0730374329074926,1,1,"Kenya"
0,0.0316614443160595,1,1,"Kenya"
0,-1.1903182333459,1,1,"Kenya"
0,-0.604957495287578,1,1,"Kenya"
0,0.0228458600174344,1,1,"Kenya"
0,0.0316614443160595,1,1,"Kenya"
0,-1.28372372925817,1,1,"Kenya"
0,-0.815401866272808,1,1,"Kenya"
0,-0.574463476593316,1,1,"Kenya"
1,4.13216553111771,1,1,"Kenya"
1,-0.43208359674213,1,1,"Kenya"
1,0.422011443965169,1,1,"Kenya"
1,0.358699598863732,1,1,"Kenya"
0,3.24644282248683,1,1,"Kenya"
0,0.605159794530557,1,1,"Kenya"
0,3.69142486835319,1,1,"Kenya"
1,-0.762811222501761,1,1,"Kenya"
1,-1.02685861549943,1,1,"Kenya"
0,0.287942949741163,1,1,"Kenya"
0,-1.2603723552801,1,1,"Kenya"
0,-0.0863357996512345,1,1,"Kenya"
0,-0.416236282325074,1,1,"Kenya"
0,-0.593507620990398,1,1,"Kenya"
0,0.287942949741163,1,1,"Kenya"
0,-0.0227495344425497,1,1,"Kenya"
0,3.11183132343955,1,1,"Kenya"
0,2.7770883892568,1,1,"Kenya"
0,-0.0221832890779204,1,1,"Kenya"
0,-1.12160533009691,1,1,"Kenya"
0,-1.225345294313,1,1,"Kenya"
0,-1.00500551864798,1,1,"Kenya"
0,-0.736338703968518,1,1,"Kenya"
1,-1.07356136345556,1,1,"Kenya"
1,-0.86426834310575,1,1,"Kenya"
1,-0.835360145470195,1,1,"Kenya"
1,-0.688728342975811,1,1,"Kenya"
1,-0.39750881703304,1,1,"Kenya"
1,-0.575902515904168,1,1,"Kenya"
1,-0.593507620990398,1,1,"Kenya"
1,-1.19977118925156,1,1,"Kenya"
1,-1.37712922517043,1,1,"Kenya"
1,-0.812406173542115,1,1,"Kenya"
1,-0.825381005871502,1,1,"Kenya"
1,-0.879169786946637,1,1,"Kenya"
0,-0.839695674129292,1,1,"Kenya"
0,-1.02685861549943,1,1,"Kenya"
0,-0.176736931956433,1,1,"Kenya"
1,-0.352760813821596,1,1,"Kenya"
1,-0.25626327422322,1,1,"Kenya"
1,1.4695292872578,1,1,"Kenya"
1,-0.675693911891101,1,1,"Kenya"
1,-0.38402203262249,1,1,"Kenya"
0,-0.43208359674213,1,1,"Kenya"
0,1.61950819580837,1,1,"Kenya"
0,-0.0221832890779204,1,1,"Kenya"
1,-0.419722892069688,1,1,"Kenya"
1,-0.207347528633048,1,1,"Kenya"
1,1.41992540383451,1,1,"Kenya"
1,0.453920320849145,1,1,"Kenya"
1,-1.12160533009691,1,1,"Kenya"
1,-1.1903182333459,1,1,"Kenya"
1,-0.496069399114621,1,1,"Kenya"
1,-1.01247879772622,1,1,"Kenya"
0,-0.224620061109044,1,1,"Kenya"
0,-0.0227495344425497,1,1,"Kenya"
1,-0.637591492537216,1,1,"Nigeria"
1,-0.632266362252353,1,0,"Nigeria"
0,0.523286909562998,1,0,"Nigeria"
1,2.22732860071928,1,0,"Nigeria"
0,-0.629603797109921,1,0,"Nigeria"
0,-0.594990450258309,1,0,"Nigeria"
0,0.510772853393569,1,1,"Nigeria"
0,-0.16898002746924,1,1,"Nigeria"
0,-0.541739147409675,1,1,"Nigeria"
1,0.25703039531983,1,1,"Nigeria"
0,-0.456537062851862,1,1,"Nigeria"
1,-0.14128934998795,1,1,"Nigeria"
1,-0.594990450258309,1,0,"Nigeria"
0,3.45210856623785,1,1,"Nigeria"
0,-0.499138105130769,1,0,"Nigeria"
0,-0.621616101682626,1,1,"Nigeria"
1,-0.701493055955577,1,1,"Nigeria"
1,-0.488487844561042,1,1,"Nigeria"
1,-0.594990450258309,1,1,"Nigeria"
1,-0.435236541712408,1,1,"Nigeria"
1,-0.594990450258309,1,0,"Nigeria"
1,-0.634396414366298,1,1,"Nigeria"
0,-0.328733936015141,1,0,"Nigeria"
1,-0.408610890288091,1,0,"Nigeria"
0,-0.677529969673691,1,0,"Nigeria"
0,-0.24885698174219,1,0,"Nigeria"
1,-0.470382401592506,1,0,"Nigeria"
1,-0.605640710828036,1,0,"Nigeria"
1,0.70656187697456,1,0,"Nigeria"
0,0.629789515260266,1,0,"Nigeria"
0,-0.53375145198238,1,0,"Nigeria"
0,-0.541739147409675,1,1,"Nigeria"
0,-0.597653015400741,1,1,"Nigeria"
1,0.496661258138681,1,0,"Nigeria"
0,-0.541739147409675,1,0,"Nigeria"
1,-0.594990450258309,1,1,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
0,-0.637591492537216,1,1,"Nigeria"
1,-0.568364798833992,1,1,"Nigeria"
0,-0.634928927394784,1,1,"Nigeria"
1,0.416784303865731,1,1,"Nigeria"
0,0.203779092471196,1,1,"Nigeria"
0,-0.642916622822079,1,1,"Nigeria"
0,-0.16898002746924,1,0,"Nigeria"
1,-0.0624774217719723,1,1,"Nigeria"
0,-0.257989593181537,1,0,"Nigeria"
0,-0.275482633166507,1,0,"Nigeria"
1,-0.701493055955577,1,1,"Nigeria"
1,-0.557182025235779,1,1,"Nigeria"
1,-0.318083675445414,1,0,"Nigeria"
0,-0.541739147409675,1,1,"Nigeria"
0,-0.61269650845548,1,1,"Nigeria"
1,-0.0624774217719723,1,1,"Nigeria"
1,-0.632266362252353,1,1,"Nigeria"
1,-0.515113495985359,1,0,"Nigeria"
1,-0.0262665358349013,1,0,"Nigeria"
1,-0.594990450258309,1,1,"Nigeria"
1,-0.541739147409675,1,1,"Nigeria"
0,0.0972764867739288,1,0,"Nigeria"
0,-0.491150409703473,1,1,"Nigeria"
0,-0.16898002746924,1,1,"Nigeria"
1,-0.0507621351452728,1,0,"Nigeria"
0,1.12502663175256,1,0,"Nigeria"
1,-0.499138105130769,1,0,"Nigeria"
1,-0.352757183528455,1,1,"Nigeria"
1,1.0025486352007,1,0,"Nigeria"
1,-0.355359587439458,1,1,"Nigeria"
0,-0.488487844561042,1,0,"Nigeria"
0,-0.594990450258309,1,1,"Nigeria"
0,0.736292120957533,1,0,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
1,0.363533001017097,1,0,"Nigeria"
1,0.310281698168464,1,1,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
1,0.576538212411632,1,0,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
0,-0.461862193136725,1,0,"Nigeria"
0,4.05822800007381,1,0,"Nigeria"
0,-0.590996602544662,1,1,"Nigeria"
1,-0.51777606112779,1,1,"Nigeria"
0,-0.568364798833992,1,1,"Nigeria"
1,-0.628272514538705,1,0,"Nigeria"
0,-0.541739147409675,1,0,"Nigeria"
0,-0.69100254888812,1,1,"Nigeria"
0,-0.310095980018119,1,1,"Nigeria"
0,0.363533001017097,1,0,"Nigeria"
0,0.202740718067261,1,1,"Nigeria"
1,-0.0624774217719723,1,1,"Nigeria"
1,-0.471447427649479,1,0,"Nigeria"
0,-0.42112494645752,1,0,"Nigeria"
1,-0.594990450258309,1,1,"Nigeria"
0,-0.701493055955577,1,0,"Nigeria"
1,1.1623025437466,1,1,"Nigeria"
0,1.85456948077884,1,0,"Nigeria"
0,-0.701493055955577,1,1,"Nigeria"
1,-0.621616101682626,1,0,"Nigeria"
1,-0.594990450258309,1,0,"Nigeria"
1,-0.682855099958555,1,0,"Nigeria"
1,-0.354803640457508,1,0,"Nigeria"
1,-0.413936020572955,1,1,"Nigeria"
0,-0.594990450258309,1,1,"Nigeria"
0,3.07934944629742,1,0,"Nigeria"
1,-0.66315211790456,1,1,"Nigeria"
1,-0.246726929628245,1,0,"Nigeria"
0,-0.328733936015141,1,0,"Nigeria"
0,1.1623025437466,1,0,"Nigeria"
1,0.0972764867739288,1,0,"Nigeria"
1,-0.247791955685217,1,0,"Nigeria"
0,-0.701493055955577,1,0,"Nigeria"
0,-0.701493055955577,1,1,"Nigeria"
1,0.896046029503434,1,0,"Nigeria"
0,0.0440251839252951,1,0,"Nigeria"
1,1.10905124089797,1,0,"Nigeria"
0,-0.504995748444118,1,0,"Nigeria"
1,1.08189307644517,1,0,"Nigeria"
1,0.25703039531983,1,1,"Nigeria"
1,-0.579015059403719,1,0,"Nigeria"
0,-0.563572181577615,1,0,"Nigeria"
0,-0.435236541712408,1,1,"Nigeria"
1,-0.563572181577615,1,0,"Nigeria"
1,-0.451744445595484,1,1,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
0,-0.435236541712408,1,1,"Nigeria"
0,1.13461186626531,1,0,"Nigeria"
0,-0.624278666825058,1,1,"Nigeria"
1,-0.644514161907538,1,0,"Nigeria"
0,0.107926747343656,1,0,"Nigeria"
0,-0.648241753106943,1,1,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
0,-0.610965841112899,1,0,"Nigeria"
0,0.0173995325009783,1,0,"Nigeria"
0,-0.302108284590824,1,1,"Nigeria"
1,-0.29678315430596,1,1,"Nigeria"
1,-0.664217143961533,1,1,"Nigeria"
1,-0.629071284081435,1,1,"Nigeria"
1,-0.515113495985359,1,1,"Nigeria"
0,0.641771058401208,1,1,"Nigeria"
0,-0.0624774217719723,1,0,"Nigeria"
1,4.05822800007381,1,0,"Nigeria"
0,-0.701493055955577,1,0,"Nigeria"
1,-0.594990450258309,1,0,"Nigeria"
0,-0.701493055955577,1,0,"Nigeria"
0,1.02917428662502,1,0,"Nigeria"
0,-0.435236541712408,1,0,"Nigeria"
0,1.50950103831969,1,0,"Nigeria"
0,4.05822800007381,1,0,"Nigeria"
1,-0.00922611892333857,1,0,"Nigeria"
1,-0.00922611892333857,1,0,"Nigeria"
1,1.1623025437466,1,0,"Nigeria"
0,-0.251716574105001,1,1,"Nigeria"
0,-0.222231330317873,1,0,"Nigeria"
0,-0.568364798833992,1,0,"Nigeria"
1,0.789543423806167,1,1,"Nigeria"
1,-0.5018006702732,1,1,"Nigeria"
0,-0.296250641277474,1,0,"Nigeria"
1,0.816169075230484,1,0,"Nigeria"
1,-0.52821065457102,1,0,"Nigeria"
0,-0.53375145198238,1,0,"Nigeria"
1,-0.665282170018506,1,0,"Nigeria"
0,-0.208545738985371,1,1,"Nigeria"
0,2.22732860071928,1,0,"Nigeria"
0,0.610619046234758,1,0,"Nigeria"
1,0.177153441046879,1,1,"Nigeria"
1,-0.435236541712408,1,1,"Nigeria"
1,-0.515113495985359,1,0,"Nigeria"
1,-0.685517665100986,1,1,"Nigeria"
0,-0.568364798833992,1,0,"Nigeria"
1,-0.677529969673691,1,0,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
1,-0.557714538264266,1,0,"Nigeria"
0,-0.355359587439458,1,0,"Nigeria"
0,0.363533001017097,1,0,"Nigeria"
1,0.629789515260266,1,1,"Nigeria"
0,-0.65889201367667,1,0,"Nigeria"
0,-0.621616101682626,1,0,"Nigeria"
0,-0.0600811131437837,1,0,"Nigeria"
1,-0.618953536540194,1,0,"Nigeria"
0,-0.701493055955577,1,0,"Nigeria"
1,-0.190280548608693,1,1,"Nigeria"
1,-0.393168012461987,1,0,"Nigeria"
1,-0.435236541712408,1,1,"Nigeria"
0,1.58831296653567,1,0,"Nigeria"
0,-0.637591492537216,1,0,"Nigeria"
1,2.49358511496244,1,0,"Nigeria"
0,-0.275482633166507,1,1,"Nigeria"
1,-0.243531851457327,1,0,"Nigeria"
0,0.25703039531983,1,1,"Nigeria"
1,-0.701493055955577,1,1,"Nigeria"
0,-0.541739147409675,1,1,"Nigeria"
1,-0.147679506329786,1,1,"Nigeria"
1,-0.339384196584867,1,0,"Nigeria"
1,-0.165252436269835,1,0,"Nigeria"
1,-0.573689929118856,1,0,"Nigeria"
0,-0.435236541712408,1,0,"Nigeria"
1,-0.531088886839949,1,0,"Nigeria"
1,-0.634928927394784,1,0,"Nigeria"
0,0.896046029503434,1,0,"Nigeria"
1,0.283656046744147,1,0,"Nigeria"
1,1.1623025437466,1,0,"Nigeria"
0,0.789543423806167,1,1,"Nigeria"
0,-0.222231330317873,1,0,"Nigeria"
1,3.02609814344878,1,1,"Nigeria"
1,0.0180651737865862,1,1,"Nigeria"
0,-0.371334978294048,1,1,"Nigeria"
0,-0.568364798833992,1,1,"Nigeria"
1,-0.568364798833992,1,0,"Nigeria"
0,-0.515113495985359,1,0,"Nigeria"
0,1.42855905798977,1,0,"Nigeria"
0,-0.424586281142681,1,0,"Nigeria"
1,-0.610965841112899,1,0,"Nigeria"
0,-0.435236541712408,1,0,"Nigeria"
0,-0.445886802282135,1,1,"Nigeria"
1,-0.318083675445414,1,0,"Nigeria"
0,-0.395298064575933,1,1,"Nigeria"
1,0.150221620632796,1,0,"Nigeria"
1,-0.541739147409675,1,0,"Nigeria"
0,-0.0624774217719723,1,1,"Nigeria"
0,-0.0624774217719723,1,1,"Nigeria"
1,-0.654631909448779,1,1,"Nigeria"
1,-0.610965841112899,1,1,"Nigeria"
1,0.0972764867739288,1,0,"Nigeria"
1,0.0972764867739288,1,1,"Nigeria"
0,-0.620551075625653,1,0,"Nigeria"
1,-0.701493055955577,1,0,"Nigeria"
0,0.363533001017097,1,1,"Nigeria"
1,-0.548097354269883,1,0,"Nigeria"
0,0.529943322419077,1,1,"Nigeria"
1,-0.669542274246396,1,0,"Nigeria"
0,-0.594990450258309,1,0,"Nigeria"
0,2.49358511496244,1,1,"Nigeria"
1,-0.628805027567191,1,0,"Nigeria"
1,-0.435236541712408,1,0,"Nigeria"
0,-0.621616101682626,1,1,"Nigeria"
0,-0.541739147409675,1,0,"Nigeria"
1,0.0972764867739288,1,0,"Nigeria"
1,-0.637964250032056,1,1,"Nigeria"
1,-0.471447427649479,1,1,"Nigeria"
0,0.310281698168464,1,0,"Nigeria"
0,-0.669542274246396,1,1,"Nigeria"
1,3.29235465769195,1,0,"Nigeria"
1,-0.16898002746924,1,0,"Nigeria"
0,-0.51777606112779,1,1,"Nigeria"
0,-0.381985238863774,1,0,"Nigeria"
1,-0.381985238863774,1,0,"Nigeria"
0,4.05822800007381,1,1,"Nigeria"
0,-0.594990450258309,1,1,"Nigeria"
1,-0.64717672704997,1,1,"Nigeria"
0,-0.67486740453126,1,1,"Nigeria"
0,0.398146347868709,1,1,"Nigeria"
1,-0.445886802282135,1,0,"Nigeria"
0,0.150527789622562,1,0,"Nigeria"
1,-0.541739147409675,1,0,"Nigeria"
1,0.0972764867739288,1,0,"Nigeria"
0,-0.605640710828036,1,1,"Nigeria"
0,0.363533001017097,1,0,"Nigeria"
1,-0.626941231967489,1,1,"Nigeria"
1,-0.571027363976424,1,0,"Nigeria"
1,-0.444608774263969,1,1,"Nigeria"
0,-0.566767259748533,1,1,"Nigeria"
1,-0.701493055955577,1,1,"Nigeria"
0,-0.701493055955577,1,0,"Nigeria"
1,-0.357749513726534,1,1,"Nigeria"
1,-0.372605980403437,1,0,"Nigeria"
0,-0.428494593140356,1,1,"Nigeria"
0,0.933348185575724,1,0,"Nigeria"
1,0.579622788506613,1,0,"Nigeria"
0,-0.440874982037775,1,0,"Nigeria"
0,-0.417882831228283,1,0,"Nigeria"
0,4.82432755333595,1,1,"Nigeria"
0,-0.312118937504618,1,1,"Nigeria"
0,-0.198573085045434,1,1,"Nigeria"
1,-0.332988735931696,1,1,"Nigeria"
0,-0.481553402700723,1,1,"Nigeria"
1,1.8176616782485,1,1,"Nigeria"
0,0.0490346929029448,1,1,"Nigeria"
0,-0.340063243873078,1,1,"Nigeria"
0,-0.297616196224785,1,0,"Nigeria"
0,-0.43910635505243,1,1,"Nigeria"
1,-0.481553402700723,1,1,"Nigeria"
1,-0.0217103865108776,1,1,"Nigeria"
1,-0.410808323286901,1,1,"Nigeria"
1,-0.0217103865108776,1,1,"Nigeria"
1,-0.340063243873078,1,0,"Nigeria"
1,-0.459622428082438,1,1,"Nigeria"
0,0.0490346929029448,1,0,"Nigeria"
1,-0.481553402700723,1,0,"Nigeria"
0,-0.389584799462754,1,0,"Nigeria"
0,-0.127828005631611,1,0,"Nigeria"
1,0.225897391437501,1,0,"Nigeria"
1,-0.444412236008466,1,0,"Nigeria"
1,-0.410808323286901,1,1,"Nigeria"
1,0.59928106017698,1,0,"Nigeria"
0,0.402760089972057,1,0,"Nigeria"
0,-0.271086791444601,1,0,"Nigeria"
0,0.225897391437501,1,1,"Nigeria"
0,-0.313763758442021,1,1,"Nigeria"
